"","team","h_a","match_id","Date","FTHG","FTAG","FTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","scored","conceded","result","pts","HtrgPerc","AtrgPerc","wins","draws","losses","cum_points","cum_goal","cum_con","shots","shots_target","yellow_cards","red_cards","fouls","corners","opposition"
"458","Man United","a",229,2020-01-19,2,0,"H","C Pawson",16,9,5,4,7,10,11,5,1,3,0,0,1.36,5.25,8,0,2,"l",0,0.3125,0.444444444444444,0,0,1,34,36,27,9,4,3,0,10,5,"Liverpool"
"459","Aston Villa","h",230,2020-01-21,2,1,"H","M Atkinson",16,8,5,2,11,18,6,3,2,2,0,0,2.8,3.5,2.45,2,1,"w",3,0.3125,0.25,1,0,0,25,31,45,16,5,2,0,11,6,"Watford"
"460","Watford","a",230,2020-01-21,2,1,"H","M Atkinson",16,8,5,2,11,18,6,3,2,2,0,0,2.8,3.5,2.45,1,2,"l",0,0.3125,0.25,0,0,1,23,21,36,8,2,2,0,18,3,"Aston Villa"
"461","Bournemouth","h",231,2020-01-21,3,1,"H","K Friend",11,21,3,8,9,12,5,8,1,1,0,0,2.87,3.4,2.45,3,1,"w",3,0.272727272727273,0.380952380952381,1,0,0,23,23,37,11,3,1,0,9,5,"Brighton"
"462","Brighton","a",231,2020-01-21,3,1,"H","K Friend",11,21,3,8,9,12,5,8,1,1,0,0,2.87,3.4,2.45,1,3,"l",0,0.272727272727273,0.380952380952381,0,0,1,25,27,34,21,8,1,0,12,8,"Bournemouth"
"463","Crystal Palace","h",232,2020-01-21,0,2,"A","A Marriner",6,15,0,6,12,13,0,8,1,2,0,0,2.7,3.25,2.7,0,2,"l",0,0,0.4,0,0,1,30,22,28,6,0,1,0,12,0,"Southampton"
"464","Southampton","a",232,2020-01-21,0,2,"A","A Marriner",6,15,0,6,12,13,0,8,1,2,0,0,2.7,3.25,2.7,2,0,"w",3,0,0.4,1,0,0,31,31,42,15,6,2,0,13,8,"Crystal Palace"
"465","Everton","h",233,2020-01-21,2,2,"D","S Hooper",17,8,8,2,13,10,6,4,1,1,0,0,1.55,4.1,6,2,2,"d",1,0.470588235294118,0.25,0,1,0,30,28,35,17,8,1,0,13,6,"Newcastle"
"466","Newcastle","a",233,2020-01-21,2,2,"D","S Hooper",17,8,8,2,13,10,6,4,1,1,0,0,1.55,4.1,6,2,2,"d",1,0.470588235294118,0.25,0,1,0,30,24,36,8,2,1,0,10,4,"Everton"
"467","Sheffield United","h",234,2020-01-21,0,1,"A","L Mason",4,18,1,5,13,13,5,13,4,3,0,0,7,5,1.4,0,1,"l",0,0.25,0.277777777777778,0,0,1,33,25,23,4,1,4,0,13,5,"Man City"
"468","Man City","a",234,2020-01-21,0,1,"A","L Mason",4,18,1,5,13,13,5,13,4,3,0,0,7,5,1.4,1,0,"w",3,0.25,0.277777777777778,1,0,0,51,65,27,18,5,3,0,13,13,"Sheffield United"
"469","Chelsea","h",235,2020-01-21,2,2,"D","S Attwell",19,2,8,2,11,6,17,5,2,1,0,1,1.72,3.9,4.5,2,2,"d",1,0.421052631578947,1,0,1,0,40,41,32,19,8,2,0,11,17,"Arsenal"
"470","Arsenal","a",235,2020-01-21,2,2,"D","S Attwell",19,2,8,2,11,6,17,5,2,1,0,1,1.72,3.9,4.5,2,2,"d",1,0.421052631578947,1,0,1,0,30,32,34,2,2,1,1,6,5,"Chelsea"
"471","Leicester","h",236,2020-01-22,4,1,"H","D Coote",19,6,8,2,10,19,7,8,1,1,0,0,1.53,4.33,6,4,1,"w",3,0.421052631578947,0.333333333333333,1,0,0,48,52,24,19,8,1,0,10,7,"West Ham"
"472","West Ham","a",236,2020-01-22,4,1,"H","D Coote",19,6,8,2,10,19,7,8,1,1,0,0,1.53,4.33,6,1,4,"l",0,0.421052631578947,0.333333333333333,0,0,1,23,27,38,6,2,1,0,19,8,"Leicester"
"473","Tottenham","h",237,2020-01-22,2,1,"H","C Kavanagh",14,12,3,2,12,7,7,3,0,1,0,0,1.4,5,7.5,2,1,"w",3,0.214285714285714,0.166666666666667,1,0,0,34,38,32,14,3,0,0,12,7,"Norwich"
"474","Norwich","a",237,2020-01-22,2,1,"H","C Kavanagh",14,12,3,2,12,7,7,3,0,1,0,0,1.4,5,7.5,1,2,"l",0,0.214285714285714,0.166666666666667,0,0,1,17,24,47,12,2,1,0,7,3,"Tottenham"
"475","Man United","h",238,2020-01-22,0,2,"A","J Moss",24,5,7,2,11,7,5,2,0,2,0,0,1.36,4.75,9,0,2,"l",0,0.291666666666667,0.4,0,0,1,34,36,29,24,7,0,0,11,5,"Burnley"
"476","Burnley","a",238,2020-01-22,0,2,"A","J Moss",24,5,7,2,11,7,5,2,0,2,0,0,1.36,4.75,9,2,0,"w",3,0.291666666666667,0.4,1,0,0,30,28,38,5,2,2,0,7,2,"Man United"
"477","Wolves","h",239,2020-01-23,1,2,"A","M Oliver",10,13,3,6,6,11,2,4,0,1,0,0,5.75,3.8,1.61,1,2,"l",0,0.3,0.461538461538462,0,0,1,34,35,32,10,3,0,0,6,2,"Liverpool"
"478","Liverpool","a",239,2020-01-23,1,2,"A","M Oliver",10,13,3,6,6,11,2,4,0,1,0,0,5.75,3.8,1.61,2,1,"w",3,0.3,0.461538461538462,1,0,0,67,54,15,13,6,1,0,11,4,"Wolves"
"479","West Ham","h",240,2020-01-29,0,2,"A","J Moss",7,13,4,5,6,6,3,7,2,0,0,0,8.5,5.5,1.33,0,2,"l",0,0.571428571428571,0.384615384615385,0,0,1,23,27,40,7,4,2,0,6,3,"Liverpool"
"480","Liverpool","a",240,2020-01-29,0,2,"A","J Moss",7,13,4,5,6,6,3,7,2,0,0,0,8.5,5.5,1.33,2,0,"w",3,0.571428571428571,0.384615384615385,1,0,0,70,56,15,13,5,0,0,6,7,"West Ham"
"481","Leicester","h",241,2020-02-01,2,2,"D","L Mason",14,7,4,3,16,14,4,6,2,2,0,0,2.5,3.6,2.7,2,2,"d",1,0.285714285714286,0.428571428571429,0,1,0,49,54,26,14,4,2,0,16,4,"Chelsea"
"482","Chelsea","a",241,2020-02-01,2,2,"D","L Mason",14,7,4,3,16,14,4,6,2,2,0,0,2.5,3.6,2.7,2,2,"d",1,0.285714285714286,0.428571428571429,0,1,0,41,43,34,7,3,2,0,14,6,"Leicester"
"483","Bournemouth","h",242,2020-02-01,2,1,"H","A Taylor",16,18,6,5,10,15,1,8,1,3,1,0,2.1,3.6,3.3,2,1,"w",3,0.375,0.277777777777778,1,0,0,26,25,38,16,6,1,1,10,1,"Aston Villa"
"484","Aston Villa","a",242,2020-02-01,2,1,"H","A Taylor",16,18,6,5,10,15,1,8,1,3,1,0,2.1,3.6,3.3,1,2,"l",0,0.375,0.277777777777778,0,0,1,25,32,47,18,5,3,0,15,8,"Bournemouth"
"485","Crystal Palace","h",243,2020-02-01,0,1,"A","A Madley",13,10,3,3,9,15,9,5,3,2,0,0,3.1,3.1,2.5,0,1,"l",0,0.230769230769231,0.3,0,0,1,30,22,29,13,3,3,0,9,9,"Sheffield United"
"486","Sheffield United","a",243,2020-02-01,0,1,"A","A Madley",13,10,3,3,9,15,9,5,3,2,0,0,3.1,3.1,2.5,1,0,"w",3,0.230769230769231,0.3,1,0,0,36,26,23,10,3,2,0,15,5,"Crystal Palace"
"487","Liverpool","h",244,2020-02-01,4,0,"H","K Friend",16,17,9,4,9,15,6,11,0,2,0,0,1.25,6,12,4,0,"w",3,0.5625,0.235294117647059,1,0,0,73,60,15,16,9,0,0,9,6,"Southampton"
"488","Southampton","a",244,2020-02-01,4,0,"H","K Friend",16,17,9,4,9,15,6,11,0,2,0,0,1.25,6,12,0,4,"l",0,0.5625,0.235294117647059,0,0,1,31,31,46,17,4,2,0,15,11,"Liverpool"
"489","Newcastle","h",245,2020-02-01,0,0,"D","M Atkinson",15,19,5,4,10,15,8,12,2,1,0,0,2.2,3.4,3.3,0,0,"d",1,0.333333333333333,0.210526315789474,0,1,0,31,24,36,15,5,2,0,10,8,"Norwich"
"490","Norwich","a",245,2020-02-01,0,0,"D","M Atkinson",15,19,5,4,10,15,8,12,2,1,0,0,2.2,3.4,3.3,0,0,"d",1,0.333333333333333,0.210526315789474,0,1,0,18,24,47,19,4,1,0,15,12,"Newcastle"
"491","Watford","h",246,2020-02-01,2,3,"A","C Pawson",11,12,2,5,17,14,4,4,2,2,0,1,2.75,3.3,2.62,2,3,"l",0,0.181818181818182,0.416666666666667,0,0,1,23,23,39,11,2,2,0,17,4,"Everton"
"492","Everton","a",246,2020-02-01,2,3,"A","C Pawson",11,12,2,5,17,14,4,4,2,2,0,1,2.75,3.3,2.62,3,2,"w",3,0.181818181818182,0.416666666666667,1,0,0,33,31,37,12,5,2,1,14,4,"Watford"
"493","West Ham","h",247,2020-02-01,3,3,"D","M Oliver",12,19,6,6,8,9,4,6,1,1,0,0,2.6,3.3,2.75,3,3,"d",1,0.5,0.315789473684211,0,1,0,24,30,43,12,6,1,0,8,4,"Brighton"
"494","Brighton","a",247,2020-02-01,3,3,"D","M Oliver",12,19,6,6,8,9,4,6,1,1,0,0,2.6,3.3,2.75,3,3,"d",1,0.5,0.315789473684211,0,1,0,26,30,37,19,6,1,0,9,6,"West Ham"
"495","Man United","h",248,2020-02-01,0,0,"D","P Tierney",15,14,5,3,14,15,4,6,3,2,0,0,2.25,3.25,3.4,0,0,"d",1,0.333333333333333,0.214285714285714,0,1,0,35,36,29,15,5,3,0,14,4,"Wolves"
"496","Wolves","a",248,2020-02-01,0,0,"D","P Tierney",15,14,5,3,14,15,4,6,3,2,0,0,2.25,3.25,3.4,0,0,"d",1,0.333333333333333,0.214285714285714,0,1,0,35,35,32,14,3,2,0,15,6,"Man United"
"497","Burnley","h",249,2020-02-02,0,0,"D","C Kavanagh",15,13,2,2,8,11,5,7,1,3,0,0,3.6,3.6,2,0,0,"d",1,0.133333333333333,0.153846153846154,0,1,0,31,28,38,15,2,1,0,8,5,"Arsenal"
"498","Arsenal","a",249,2020-02-02,0,0,"D","C Kavanagh",15,13,2,2,8,11,5,7,1,3,0,0,3.6,3.6,2,0,0,"d",1,0.133333333333333,0.153846153846154,0,1,0,31,32,34,13,2,3,0,11,7,"Burnley"
"499","Tottenham","h",250,2020-02-02,2,0,"H","M Dean",3,18,3,5,8,14,2,6,2,3,0,1,5.5,4.6,1.53,2,0,"w",3,1,0.277777777777778,1,0,0,37,40,32,3,3,2,0,8,2,"Man City"
"500","Man City","a",250,2020-02-02,2,0,"H","M Dean",3,18,3,5,8,14,2,6,2,3,0,1,5.5,4.6,1.53,0,2,"l",0,1,0.277777777777778,0,0,1,51,65,29,18,5,3,1,14,6,"Tottenham"
"501","Everton","h",251,2020-02-08,3,1,"H","D Coote",14,10,8,2,11,12,4,6,0,1,0,0,1.61,3.8,6,3,1,"w",3,0.571428571428571,0.2,1,0,0,36,34,38,14,8,0,0,11,4,"Crystal Palace"
"502","Crystal Palace","a",251,2020-02-08,3,1,"H","D Coote",14,10,8,2,11,12,4,6,0,1,0,0,1.61,3.8,6,1,3,"l",0,0.571428571428571,0.2,0,0,1,30,23,32,10,2,1,0,12,6,"Everton"
"503","Brighton","h",252,2020-02-08,1,1,"D","K Friend",10,5,2,2,9,12,3,2,2,2,0,0,2.1,3.4,3.6,1,1,"d",1,0.2,0.4,0,1,0,27,31,38,10,2,2,0,9,3,"Watford"
"504","Watford","a",252,2020-02-08,1,1,"D","K Friend",10,5,2,2,9,12,3,2,2,2,0,0,2.1,3.4,3.6,1,1,"d",1,0.2,0.4,0,1,0,24,24,40,5,2,2,0,12,2,"Brighton"
"505","Sheffield United","h",253,2020-02-09,2,1,"H","J Moss",16,10,6,2,10,8,8,4,2,2,0,0,1.66,3.6,5.75,2,1,"w",3,0.375,0.2,1,0,0,39,28,24,16,6,2,0,10,8,"Bournemouth"
"506","Bournemouth","a",253,2020-02-09,2,1,"H","J Moss",16,10,6,2,10,8,8,4,2,2,0,0,1.66,3.6,5.75,1,2,"l",0,0.375,0.2,0,0,1,26,26,40,10,2,2,0,8,4,"Sheffield United"
"507","Wolves","h",254,2020-02-14,0,0,"D","M Dean",15,9,3,3,13,10,7,0,2,2,0,1,2.5,3.3,2.87,0,0,"d",1,0.2,0.333333333333333,0,1,0,36,35,32,15,3,2,0,13,7,"Leicester"
"508","Leicester","a",254,2020-02-14,0,0,"D","M Dean",15,9,3,3,13,10,7,0,2,2,0,1,2.5,3.3,2.87,0,0,"d",1,0.2,0.333333333333333,0,1,0,50,54,26,9,3,2,1,10,0,"Wolves"
"509","Southampton","h",255,2020-02-15,1,2,"A","S Hooper",10,9,2,6,8,11,4,3,2,2,0,0,1.75,3.8,4.75,1,2,"l",0,0.2,0.666666666666667,0,0,1,31,32,48,10,2,2,0,8,4,"Burnley"
"510","Burnley","a",255,2020-02-15,1,2,"A","S Hooper",10,9,2,6,8,11,4,3,2,2,0,0,1.75,3.8,4.75,2,1,"w",3,0.2,0.666666666666667,1,0,0,34,30,39,9,6,2,0,11,3,"Southampton"
"511","Norwich","h",256,2020-02-15,0,1,"A","S Attwell",5,17,1,6,5,11,2,7,1,2,0,0,11,6.25,1.25,0,1,"l",0,0.2,0.352941176470588,0,0,1,18,24,48,5,1,1,0,5,2,"Liverpool"
"512","Liverpool","a",256,2020-02-15,0,1,"A","S Attwell",5,17,1,6,5,11,2,7,1,2,0,0,11,6.25,1.25,1,0,"w",3,0.2,0.352941176470588,1,0,0,76,61,15,17,6,2,0,11,7,"Norwich"
"513","Aston Villa","h",257,2020-02-16,2,3,"A","M Atkinson",18,23,4,10,12,10,12,7,2,0,0,0,4,3.8,1.85,2,3,"l",0,0.222222222222222,0.434782608695652,0,0,1,25,34,50,18,4,2,0,12,12,"Tottenham"
"514","Tottenham","a",257,2020-02-16,2,3,"A","M Atkinson",18,23,4,10,12,10,12,7,2,0,0,0,4,3.8,1.85,3,2,"w",3,0.222222222222222,0.434782608695652,1,0,0,40,43,34,23,10,0,0,10,7,"Aston Villa"
"515","Arsenal","h",258,2020-02-16,4,0,"H","L Mason",15,10,7,2,15,9,5,6,2,0,0,0,1.4,4.75,8,4,0,"w",3,0.466666666666667,0.2,1,0,0,34,36,34,15,7,2,0,15,5,"Newcastle"
"516","Newcastle","a",258,2020-02-16,4,0,"H","L Mason",15,10,7,2,15,9,5,6,2,0,0,0,1.4,4.75,8,0,4,"l",0,0.466666666666667,0.2,0,0,1,31,24,40,10,2,0,0,9,6,"Arsenal"
"517","Chelsea","h",259,2020-02-17,0,2,"A","A Taylor",17,9,1,3,11,11,9,8,4,3,0,0,1.85,3.5,4.5,0,2,"l",0,0.0588235294117647,0.333333333333333,0,0,1,41,43,36,17,1,4,0,11,9,"Man United"
"518","Man United","a",259,2020-02-17,0,2,"A","A Taylor",17,9,1,3,11,11,9,8,4,3,0,0,1.85,3.5,4.5,2,0,"w",3,0.0588235294117647,0.333333333333333,1,0,0,38,38,29,9,3,3,0,11,8,"Chelsea"
"519","Man City","h",260,2020-02-19,2,0,"H","K Friend",20,3,7,0,5,7,6,1,0,1,0,0,1.12,9.5,17,2,0,"w",3,0.35,0,1,0,0,54,67,29,20,7,0,0,5,6,"West Ham"
"520","West Ham","a",260,2020-02-19,2,0,"H","K Friend",20,3,7,0,5,7,6,1,0,1,0,0,1.12,9.5,17,0,2,"l",0,0.35,0,0,0,1,24,30,45,3,0,1,0,7,1,"Man City"
"521","Chelsea","h",261,2020-02-22,2,1,"H","M Oliver",17,5,7,3,14,14,3,5,1,2,0,0,1.72,4,4.5,2,1,"w",3,0.411764705882353,0.6,1,0,0,44,45,37,17,7,1,0,14,3,"Tottenham"
"522","Tottenham","a",261,2020-02-22,2,1,"H","M Oliver",17,5,7,3,14,14,3,5,1,2,0,0,1.72,4,4.5,1,2,"l",0,0.411764705882353,0.6,0,0,1,40,44,36,5,3,2,0,14,5,"Chelsea"
"523","Burnley","h",262,2020-02-22,3,0,"H","M Dean",16,12,10,4,9,9,7,3,4,3,0,0,2.1,3.3,3.7,3,0,"w",3,0.625,0.333333333333333,1,0,0,37,33,39,16,10,4,0,9,7,"Bournemouth"
"524","Bournemouth","a",262,2020-02-22,3,0,"H","M Dean",16,12,10,4,9,9,7,3,4,3,0,0,2.1,3.3,3.7,0,3,"l",0,0.625,0.333333333333333,0,0,1,26,26,43,12,4,3,0,9,3,"Burnley"
"525","Crystal Palace","h",263,2020-02-22,1,0,"H","P Bankes",18,8,9,2,15,11,7,5,2,6,0,1,1.95,3.4,4.2,1,0,"w",3,0.5,0.25,1,0,0,33,24,32,18,9,2,0,15,7,"Newcastle"
"526","Newcastle","a",263,2020-02-22,1,0,"H","P Bankes",18,8,9,2,15,11,7,5,2,6,0,1,1.95,3.4,4.2,0,1,"l",0,0.5,0.25,0,0,1,31,24,41,8,2,6,1,11,5,"Crystal Palace"
"527","Sheffield United","h",264,2020-02-22,1,1,"D","G Scott",14,8,3,2,3,6,12,2,0,2,0,0,1.95,3.4,4.2,1,1,"d",1,0.214285714285714,0.25,0,1,0,40,29,25,14,3,0,0,3,12,"Brighton"
"528","Brighton","a",264,2020-02-22,1,1,"D","G Scott",14,8,3,2,3,6,12,2,0,2,0,0,1.95,3.4,4.2,1,1,"d",1,0.214285714285714,0.25,0,1,0,28,32,39,8,2,2,0,6,2,"Sheffield United"
"529","Southampton","h",265,2020-02-22,2,0,"H","C Pawson",28,4,9,1,13,17,9,6,1,4,0,0,1.61,4.33,5,2,0,"w",3,0.321428571428571,0.25,1,0,0,34,34,48,28,9,1,0,13,9,"Aston Villa"
"530","Aston Villa","a",265,2020-02-22,2,0,"H","C Pawson",28,4,9,1,13,17,9,6,1,4,0,0,1.61,4.33,5,0,2,"l",0,0.321428571428571,0.25,0,0,1,25,34,52,4,1,4,0,17,6,"Southampton"
"531","Leicester","h",266,2020-02-22,0,1,"A","P Tierney",10,18,3,7,14,10,3,7,0,0,0,0,4.5,4.2,1.7,0,1,"l",0,0.3,0.388888888888889,0,0,1,50,54,27,10,3,0,0,14,3,"Man City"
"532","Man City","a",266,2020-02-22,0,1,"A","P Tierney",10,18,3,7,14,10,3,7,0,0,0,0,4.5,4.2,1.7,1,0,"w",3,0.3,0.388888888888889,1,0,0,57,68,29,18,7,0,0,10,7,"Leicester"
"533","Man United","h",267,2020-02-23,3,0,"H","M Atkinson",21,7,9,2,6,15,3,5,0,1,0,0,1.6,3.9,6,3,0,"w",3,0.428571428571429,0.285714285714286,1,0,0,41,41,29,21,9,0,0,6,3,"Watford"
"534","Watford","a",267,2020-02-23,3,0,"H","M Atkinson",21,7,9,2,6,15,3,5,0,1,0,0,1.6,3.9,6,0,3,"l",0,0.428571428571429,0.285714285714286,0,0,1,24,24,43,7,2,1,0,15,5,"Man United"
"535","Wolves","h",268,2020-02-23,3,0,"H","C Kavanagh",19,6,6,4,11,6,4,1,2,3,0,0,1.5,4.2,7,3,0,"w",3,0.315789473684211,0.666666666666667,1,0,0,39,38,32,19,6,2,0,11,4,"Norwich"
"536","Norwich","a",268,2020-02-23,3,0,"H","C Kavanagh",19,6,6,4,11,6,4,1,2,3,0,0,1.5,4.2,7,0,3,"l",0,0.315789473684211,0.666666666666667,0,0,1,18,24,51,6,4,3,0,6,1,"Wolves"
"537","Arsenal","h",269,2020-02-23,3,2,"H","S Attwell",9,17,4,5,12,12,6,3,0,4,0,0,2,3.6,3.7,3,2,"w",3,0.444444444444444,0.294117647058824,1,0,0,37,39,36,9,4,0,0,12,6,"Everton"
"538","Everton","a",269,2020-02-23,3,2,"H","S Attwell",9,17,4,5,12,12,6,3,0,4,0,0,2,3.6,3.7,2,3,"l",0,0.444444444444444,0.294117647058824,0,0,1,36,36,41,17,5,4,0,12,3,"Arsenal"
"539","Liverpool","h",270,2020-02-24,3,2,"H","J Moss",25,7,7,4,4,10,16,8,0,3,0,0,1.16,8,15,3,2,"w",3,0.28,0.571428571428571,1,0,0,79,64,17,25,7,0,0,4,16,"West Ham"
"540","West Ham","a",270,2020-02-24,3,2,"H","J Moss",25,7,7,4,4,10,16,8,0,3,0,0,1.16,8,15,2,3,"l",0,0.28,0.571428571428571,0,0,1,24,32,48,7,4,3,0,10,8,"Liverpool"
"541","Norwich","h",271,2020-02-28,1,0,"H","C Pawson",11,19,6,4,13,16,6,7,1,2,0,0,4.33,4.1,1.72,1,0,"w",3,0.545454545454545,0.210526315789474,1,0,0,21,25,51,11,6,1,0,13,6,"Leicester"
"542","Leicester","a",271,2020-02-28,1,0,"H","C Pawson",11,19,6,4,13,16,6,7,1,2,0,0,4.33,4.1,1.72,0,1,"l",0,0.545454545454545,0.210526315789474,0,0,1,50,54,28,19,4,2,0,16,7,"Norwich"
"543","Brighton","h",272,2020-02-29,0,1,"A","M Atkinson",24,12,8,3,8,9,8,7,1,1,0,0,2.05,3.25,3.9,0,1,"l",0,0.333333333333333,0.25,0,0,1,28,32,40,24,8,1,0,8,8,"Crystal Palace"
"544","Crystal Palace","a",272,2020-02-29,0,1,"A","M Atkinson",24,12,8,3,8,9,8,7,1,1,0,0,2.05,3.25,3.9,1,0,"w",3,0.333333333333333,0.25,1,0,0,36,25,32,12,3,1,0,9,7,"Brighton"
"545","Bournemouth","h",273,2020-02-29,2,2,"D","A Marriner",9,23,5,6,8,5,4,14,2,2,0,0,4.75,3.8,1.72,2,2,"d",1,0.555555555555556,0.260869565217391,0,1,0,27,28,45,9,5,2,0,8,4,"Chelsea"
"546","Chelsea","a",273,2020-02-29,2,2,"D","A Marriner",9,23,5,6,8,5,4,14,2,2,0,0,4.75,3.8,1.72,2,2,"d",1,0.555555555555556,0.260869565217391,0,1,0,45,47,39,23,6,2,0,5,14,"Bournemouth"
"547","Newcastle","h",274,2020-02-29,0,0,"D","A Madley",21,8,4,1,11,9,11,7,4,3,0,0,2.62,3.1,2.9,0,0,"d",1,0.19047619047619,0.125,0,1,0,32,24,41,21,4,4,0,11,11,"Burnley"
"548","Burnley","a",274,2020-02-29,0,0,"D","A Madley",21,8,4,1,11,9,11,7,4,3,0,0,2.62,3.1,2.9,0,0,"d",1,0.19047619047619,0.125,0,1,0,38,33,39,8,1,3,0,9,7,"Newcastle"
"549","West Ham","h",275,2020-02-29,3,1,"H","A Taylor",14,10,7,2,8,11,4,9,1,1,0,0,2.65,3.6,2.5,3,1,"w",3,0.5,0.2,1,0,0,27,35,49,14,7,1,0,8,4,"Southampton"
"550","Southampton","a",275,2020-02-29,3,1,"H","A Taylor",14,10,7,2,8,11,4,9,1,1,0,0,2.65,3.6,2.5,1,3,"l",0,0.5,0.2,0,0,1,34,35,51,10,2,1,0,11,9,"West Ham"
"551","Watford","h",276,2020-02-29,3,0,"H","M Oliver",14,7,5,1,4,8,3,5,0,0,0,0,8,4.75,1.4,3,0,"w",3,0.357142857142857,0.142857142857143,1,0,0,27,27,43,14,5,0,0,4,3,"Liverpool"
"552","Liverpool","a",276,2020-02-29,3,0,"H","M Oliver",14,7,5,1,4,8,3,5,0,0,0,0,8,4.75,1.4,0,3,"l",0,0.357142857142857,0.142857142857143,0,0,1,79,64,20,7,1,0,0,8,5,"Watford"
"553","Everton","h",277,2020-03-01,1,1,"D","C Kavanagh",16,14,5,5,11,11,13,8,3,4,0,0,2.5,3.25,2.9,1,1,"d",1,0.3125,0.357142857142857,0,1,0,37,37,42,16,5,3,0,11,13,"Man United"
"554","Man United","a",277,2020-03-01,1,1,"D","C Kavanagh",16,14,5,5,11,11,13,8,3,4,0,0,2.5,3.25,2.9,1,1,"d",1,0.3125,0.357142857142857,0,1,0,42,42,30,14,5,4,0,11,8,"Everton"
"555","Tottenham","h",278,2020-03-01,2,3,"A","S Attwell",13,14,5,4,12,14,4,5,3,2,0,0,2.45,3.2,3,2,3,"l",0,0.384615384615385,0.285714285714286,0,0,1,40,46,39,13,5,3,0,12,4,"Wolves"
"556","Wolves","a",278,2020-03-01,2,3,"A","S Attwell",13,14,5,4,12,14,4,5,3,2,0,0,2.45,3.2,3,3,2,"w",3,0.384615384615385,0.285714285714286,1,0,0,42,41,34,14,4,2,0,14,5,"Tottenham"
"557","Liverpool","h",279,2020-03-07,2,1,"H","P Tierney",14,6,6,4,10,12,9,4,0,1,0,0,1.22,6.5,13,2,1,"w",3,0.428571428571429,0.666666666666667,1,0,0,82,66,21,14,6,0,0,10,9,"Bournemouth"
"558","Bournemouth","a",279,2020-03-07,2,1,"H","P Tierney",14,6,6,4,10,12,9,4,0,1,0,0,1.22,6.5,13,1,2,"l",0,0.428571428571429,0.666666666666667,0,0,1,27,29,47,6,4,1,0,12,4,"Liverpool"
"559","Arsenal","h",280,2020-03-07,1,0,"H","M Atkinson",9,14,2,6,11,9,6,7,1,2,0,0,1.57,4.4,5.5,1,0,"w",3,0.222222222222222,0.428571428571429,1,0,0,40,40,36,9,2,1,0,11,6,"West Ham"
"560","West Ham","a",280,2020-03-07,1,0,"H","M Atkinson",9,14,2,6,11,9,6,7,1,2,0,0,1.57,4.4,5.5,0,1,"l",0,0.222222222222222,0.428571428571429,0,0,1,27,35,50,14,6,2,0,9,7,"Arsenal"
"561","Crystal Palace","h",281,2020-03-07,1,0,"H","A Taylor",10,10,3,4,12,19,8,8,4,4,0,0,2.55,3.2,2.9,1,0,"w",3,0.3,0.4,1,0,0,39,26,32,10,3,4,0,12,8,"Watford"
"562","Watford","a",281,2020-03-07,1,0,"H","A Taylor",10,10,3,4,12,19,8,8,4,4,0,0,2.55,3.2,2.9,0,1,"l",0,0.3,0.4,0,0,1,27,27,44,10,4,4,0,19,8,"Crystal Palace"
"563","Sheffield United","h",282,2020-03-07,1,0,"H","S Hooper",10,12,4,5,12,8,10,5,0,0,0,0,1.65,3.75,5.75,1,0,"w",3,0.4,0.416666666666667,1,0,0,43,30,25,10,4,0,0,12,10,"Norwich"
"564","Norwich","a",282,2020-03-07,1,0,"H","S Hooper",10,12,4,5,12,8,10,5,0,0,0,0,1.65,3.75,5.75,0,1,"l",0,0.4,0.416666666666667,0,0,1,21,25,52,12,5,0,0,8,5,"Sheffield United"
"565","Southampton","h",283,2020-03-07,0,1,"A","G Scott",6,14,3,7,14,15,5,8,0,3,1,0,1.61,4.1,5.25,0,1,"l",0,0.5,0.5,0,0,1,34,35,52,6,3,0,1,14,5,"Newcastle"
"566","Newcastle","a",283,2020-03-07,0,1,"A","G Scott",6,14,3,7,14,15,5,8,0,3,1,0,1.61,4.1,5.25,1,0,"w",3,0.5,0.5,1,0,0,35,25,41,14,7,3,0,15,8,"Southampton"
"567","Wolves","h",284,2020-03-07,0,0,"D","A Marriner",11,7,1,1,4,7,2,0,1,3,0,0,1.61,3.9,5.75,0,0,"d",1,0.0909090909090909,0.142857142857143,0,1,0,43,41,34,11,1,1,0,4,2,"Brighton"
"568","Brighton","a",284,2020-03-07,0,0,"D","A Marriner",11,7,1,1,4,7,2,0,1,3,0,0,1.61,3.9,5.75,0,0,"d",1,0.0909090909090909,0.142857142857143,0,1,0,29,32,40,7,1,3,0,7,0,"Wolves"
"569","Burnley","h",285,2020-03-07,1,1,"D","J Moss",21,13,8,2,16,11,3,5,5,4,0,0,2.7,3.3,2.62,1,1,"d",1,0.380952380952381,0.153846153846154,0,1,0,39,34,40,21,8,5,0,16,3,"Tottenham"
"570","Tottenham","a",285,2020-03-07,1,1,"D","J Moss",21,13,8,2,16,11,3,5,5,4,0,0,2.7,3.3,2.62,1,1,"d",1,0.380952380952381,0.153846153846154,0,1,0,41,47,40,13,2,4,0,11,5,"Burnley"
"571","Chelsea","h",286,2020-03-08,4,0,"H","K Friend",17,3,11,1,8,10,6,1,1,2,0,0,1.8,3.9,4.2,4,0,"w",3,0.647058823529412,0.333333333333333,1,0,0,48,51,39,17,11,1,0,8,6,"Everton"
